video_id,source_split,duration,query_ids,relevant_window_count_per_query,relevant_window_count_total,selection_bucket,download_status,local_path,file_size_bytes,sha256,decoding_validation_status,video_available
U4tUPpmv1qo_210.0_360.0,external_dev,150,[1045],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/U4tUPpmv1qo_210.0_360.0.mp4,,,not_attempted,False
U4tUPpmv1qo_60.0_210.0,external_dev,150,[8099],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/U4tUPpmv1qo_60.0_210.0.mp4,,,not_attempted,False
UCCqLmaF6n0_210.0_360.0,external_dev,150,[938],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/UCCqLmaF6n0_210.0_360.0.mp4,,,not_attempted,False
UFWQKrcbhjI_210.0_360.0,external_dev,150,[6863],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/UFWQKrcbhjI_210.0_360.0.mp4,,,not_attempted,False
UFWQKrcbhjI_360.0_510.0,external_dev,150,[6598],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/UFWQKrcbhjI_360.0_510.0.mp4,,,not_attempted,False
UQHx-1rF89U_210.0_360.0,external_dev,150,[2104],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/UQHx-1rF89U_210.0_360.0.mp4,,,not_attempted,False
UvgDldse9KU_510.0_660.0,external_dev,150,[8949],[5],5,dur=long|qlen=long_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/UvgDldse9KU_510.0_660.0.mp4,,,not_attempted,False
VKKH07K1zbI_360.0_510.0,external_dev,150,[1195],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/VKKH07K1zbI_360.0_510.0.mp4,,,not_attempted,False
VRoXu96WlbM_360.0_510.0,external_dev,150,[5198],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/VRoXu96WlbM_360.0_510.0.mp4,,,not_attempted,False
W4FSEuEgG-E_510.0_660.0,external_dev,150,[7028],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/W4FSEuEgG-E_510.0_660.0.mp4,,,not_attempted,False
WBkLObX2Fdo_210.0_360.0,external_dev,150,[7768],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/WBkLObX2Fdo_210.0_360.0.mp4,,,not_attempted,False
WBkLObX2Fdo_60.0_210.0,external_dev,150,[3042],[3],3,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/WBkLObX2Fdo_60.0_210.0.mp4,,,not_attempted,False
WINZiMUH7Lk_360.0_510.0,external_dev,150,"[1389, 2214]","[4, 21]",25,dur=long|qlen=short_query|win=many_windows|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/WINZiMUH7Lk_360.0_510.0.mp4,,,not_attempted,False
X0aUpT_eyTU_210.0_360.0,external_dev,150,[1901],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/X0aUpT_eyTU_210.0_360.0.mp4,,,not_attempted,False
X3B-d-QsWXY_210.0_360.0,external_dev,150,[1052],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/X3B-d-QsWXY_210.0_360.0.mp4,,,not_attempted,False
X6g8OD7TdcY_60.0_210.0,external_dev,150,[7836],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/X6g8OD7TdcY_60.0_210.0.mp4,,,not_attempted,False
XjkiAOp0BMY_510.0_660.0,external_dev,150,[8632],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/XjkiAOp0BMY_510.0_660.0.mp4,,,not_attempted,False
XjkiAOp0BMY_60.0_210.0,external_dev,150,[6234],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/XjkiAOp0BMY_60.0_210.0.mp4,,,not_attempted,False
XjkiAOp0BMY_660.0_810.0,external_dev,144,[8609],[2],2,dur=medium|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/XjkiAOp0BMY_660.0_810.0.mp4,,,not_attempted,False
Y2GVVC_cD_E_360.0_510.0,external_dev,140,"[2429, 3325]","[2, 2]",4,dur=medium|qlen=short_query|win=few_windows|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Y2GVVC_cD_E_360.0_510.0.mp4,,,not_attempted,False
YIUaJzjNPuo_210.0_360.0,external_dev,150,[3525],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/YIUaJzjNPuo_210.0_360.0.mp4,,,not_attempted,False
YcHW8Yj5HBc_60.0_210.0,external_dev,150,"[6148, 8072]","[1, 1]",2,dur=long|qlen=short_query|win=single_window|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/YcHW8Yj5HBc_60.0_210.0.mp4,,,not_attempted,False
YpqH79OnK5M_60.0_210.0,external_dev,130,[9229],[1],1,dur=short|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/YpqH79OnK5M_60.0_210.0.mp4,,,not_attempted,False
Z2hmY5JrQmo_210.0_360.0,external_dev,150,[5518],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Z2hmY5JrQmo_210.0_360.0.mp4,,,not_attempted,False
Z4hMlOIhjJ4_360.0_510.0,external_dev,144,[2741],[1],1,dur=medium|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Z4hMlOIhjJ4_360.0_510.0.mp4,,,not_attempted,False
Z4hMlOIhjJ4_60.0_210.0,external_dev,150,[2587],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Z4hMlOIhjJ4_60.0_210.0.mp4,,,not_attempted,False
Z8MR9i08l6g_60.0_210.0,external_dev,150,[5392],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Z8MR9i08l6g_60.0_210.0.mp4,,,not_attempted,False
_0u5I0OJP6U_60.0_210.0,external_dev,150,[10056],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/_0u5I0OJP6U_60.0_210.0.mp4,,,not_attempted,False
_9vleIcuQd0_210.0_360.0,external_dev,150,[5748],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/_9vleIcuQd0_210.0_360.0.mp4,,,not_attempted,False
_RiI6qVZ1Hk_360.0_510.0,external_dev,150,[7981],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/_RiI6qVZ1Hk_360.0_510.0.mp4,,,not_attempted,False
_t21xx94wZw_60.0_210.0,external_dev,150,[1155],[4],4,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/_t21xx94wZw_60.0_210.0.mp4,,,not_attempted,False
_ufoIeYZYjw_60.0_210.0,external_dev,150,[7940],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/_ufoIeYZYjw_60.0_210.0.mp4,,,not_attempted,False
a6NmGMEsCWM_60.0_210.0,external_dev,150,[6226],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/a6NmGMEsCWM_60.0_210.0.mp4,,,not_attempted,False
aXgE_cVxJi0_210.0_360.0,external_dev,150,[1849],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/aXgE_cVxJi0_210.0_360.0.mp4,,,not_attempted,False
abRmll8VM9k_210.0_360.0,external_dev,150,[5194],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/abRmll8VM9k_210.0_360.0.mp4,,,not_attempted,False
autOFSurWi4_210.0_360.0,external_dev,150,[9212],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/autOFSurWi4_210.0_360.0.mp4,,,not_attempted,False
bTqMo5klaCE_360.0_510.0,external_dev,150,[2879],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/bTqMo5klaCE_360.0_510.0.mp4,,,not_attempted,False
c2iz3qqVRbg_60.0_210.0,external_dev,150,[1950],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/c2iz3qqVRbg_60.0_210.0.mp4,,,not_attempted,False
c8j3h7fuYsY_60.0_210.0,external_dev,120,[9510],[2],2,dur=short|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/c8j3h7fuYsY_60.0_210.0.mp4,,,not_attempted,False
cJ8kzdeoevg_210.0_360.0,external_dev,150,[3001],[4],4,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/cJ8kzdeoevg_210.0_360.0.mp4,,,not_attempted,False
dsmZngVgytA_210.0_360.0,external_dev,150,[4637],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/dsmZngVgytA_210.0_360.0.mp4,,,not_attempted,False
dsmZngVgytA_510.0_660.0,external_dev,144,[8984],[1],1,dur=medium|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/dsmZngVgytA_510.0_660.0.mp4,,,not_attempted,False
eeeYIo6nxcA_210.0_360.0,external_dev,150,[411],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/eeeYIo6nxcA_210.0_360.0.mp4,,,not_attempted,False
eeeYIo6nxcA_360.0_510.0,external_dev,150,[3747],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/eeeYIo6nxcA_360.0_510.0.mp4,,,not_attempted,False
eeeYIo6nxcA_510.0_660.0,external_dev,150,[8824],[5],5,dur=long|qlen=long_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/eeeYIo6nxcA_510.0_660.0.mp4,,,not_attempted,False
ez8kypBrMVE_60.0_210.0,external_dev,150,[584],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/ez8kypBrMVE_60.0_210.0.mp4,,,not_attempted,False
fOU0-2bBRnU_60.0_210.0,external_dev,150,[993],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/fOU0-2bBRnU_60.0_210.0.mp4,,,not_attempted,False
gpDpN44mky0_60.0_210.0,external_dev,150,[840],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/gpDpN44mky0_60.0_210.0.mp4,,,not_attempted,False
h6QKDqomIPk_60.0_210.0,external_dev,150,[1566],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/h6QKDqomIPk_60.0_210.0.mp4,,,not_attempted,False
hWr2e0vQaLA_210.0_360.0,external_dev,150,[5671],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/hWr2e0vQaLA_210.0_360.0.mp4,,,not_attempted,False
hWr2e0vQaLA_360.0_510.0,external_dev,150,[6308],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/hWr2e0vQaLA_360.0_510.0.mp4,,,not_attempted,False
h_73QmnwHaQ_210.0_360.0,external_dev,150,[2390],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/h_73QmnwHaQ_210.0_360.0.mp4,,,not_attempted,False
iB1iaveR00c_660.0_810.0,external_dev,150,[7539],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/iB1iaveR00c_660.0_810.0.mp4,,,not_attempted,False
idvZpkYWOMQ_660.0_810.0,external_dev,150,[7389],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/idvZpkYWOMQ_660.0_810.0.mp4,,,not_attempted,False
ioWAoEVYaP0_210.0_360.0,external_dev,150,[932],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/ioWAoEVYaP0_210.0_360.0.mp4,,,not_attempted,False
iuMlh75-tzs_210.0_360.0,external_dev,150,[237],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/iuMlh75-tzs_210.0_360.0.mp4,,,not_attempted,False
j0wGIBt61n0_660.0_810.0,external_dev,150,[8861],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/j0wGIBt61n0_660.0_810.0.mp4,,,not_attempted,False
jdQ_zQJD0I4_60.0_210.0,external_dev,150,[2616],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/jdQ_zQJD0I4_60.0_210.0.mp4,,,not_attempted,False
jdQ_zQJD0I4_660.0_810.0,external_dev,150,[8747],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/jdQ_zQJD0I4_660.0_810.0.mp4,,,not_attempted,False
jyHSYDfqPnU_360.0_510.0,external_dev,150,[949],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/jyHSYDfqPnU_360.0_510.0.mp4,,,not_attempted,False
k4cmv7wjjt0_210.0_360.0,external_dev,150,[5976],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/k4cmv7wjjt0_210.0_360.0.mp4,,,not_attempted,False
kv3NheAKyb0_510.0_660.0,external_dev,150,[7065],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/kv3NheAKyb0_510.0_660.0.mp4,,,not_attempted,False
lEmQV__Hauc_210.0_360.0,external_dev,150,[4098],[10],10,dur=long|qlen=long_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/lEmQV__Hauc_210.0_360.0.mp4,,,not_attempted,False
lwNho_1tKrc_210.0_360.0,external_dev,150,"[2820, 4468]","[3, 2]",5,dur=long|qlen=long_query|win=few_windows|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/lwNho_1tKrc_210.0_360.0.mp4,,,not_attempted,False
m0cZFcXa5sc_210.0_360.0,external_dev,150,[5070],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/m0cZFcXa5sc_210.0_360.0.mp4,,,not_attempted,False
mEqAtcljxHc_210.0_360.0,external_dev,124,[10242],[3],3,dur=short|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/mEqAtcljxHc_210.0_360.0.mp4,,,not_attempted,False
m_-A8xoc1Oo_60.0_210.0,external_dev,150,[507],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/m_-A8xoc1Oo_60.0_210.0.mp4,,,not_attempted,False
m_-A8xoc1Oo_660.0_810.0,external_dev,150,[7174],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/m_-A8xoc1Oo_660.0_810.0.mp4,,,not_attempted,False
msAkt_9q6H0_60.0_210.0,external_dev,150,[1678],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/msAkt_9q6H0_60.0_210.0.mp4,,,not_attempted,False
nY42UppPhhg_210.0_360.0,external_dev,150,[3359],[3],3,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/nY42UppPhhg_210.0_360.0.mp4,,,not_attempted,False
nkgTGB5C7zk_360.0_510.0,external_dev,150,[3056],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/nkgTGB5C7zk_360.0_510.0.mp4,,,not_attempted,False
pA6Z-qYhSNg_60.0_210.0,external_dev,150,[9760],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/pA6Z-qYhSNg_60.0_210.0.mp4,,,not_attempted,False
pmGyw055pQg_510.0_660.0,external_dev,150,[8627],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/pmGyw055pQg_510.0_660.0.mp4,,,not_attempted,False
q4WEUoz2wHc_360.0_510.0,external_dev,150,[5764],[4],4,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/q4WEUoz2wHc_360.0_510.0.mp4,,,not_attempted,False
qaDShOiRe-0_210.0_360.0,external_dev,150,[101],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/qaDShOiRe-0_210.0_360.0.mp4,,,not_attempted,False
qaDShOiRe-0_660.0_810.0,external_dev,150,[8386],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/qaDShOiRe-0_660.0_810.0.mp4,,,not_attempted,False
r7A-cfBq2Xw_360.0_510.0,external_dev,150,[2343],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/r7A-cfBq2Xw_360.0_510.0.mp4,,,not_attempted,False
sa-O_S2jzCw_210.0_360.0,external_dev,150,[6824],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/sa-O_S2jzCw_210.0_360.0.mp4,,,not_attempted,False
slQPJSfZ_4o_360.0_510.0,external_dev,150,[1158],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/slQPJSfZ_4o_360.0_510.0.mp4,,,not_attempted,False
tb6Br2F4KQM_60.0_210.0,external_dev,150,[3731],[5],5,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/tb6Br2F4KQM_60.0_210.0.mp4,,,not_attempted,False
u4GsXRzTqf8_60.0_210.0,external_dev,150,[2546],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/u4GsXRzTqf8_60.0_210.0.mp4,,,not_attempted,False
uoVRb7a58GU_60.0_210.0,external_dev,150,[2433],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/uoVRb7a58GU_60.0_210.0.mp4,,,not_attempted,False
vNkDq7WcfxE_210.0_360.0,external_dev,150,[3748],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/vNkDq7WcfxE_210.0_360.0.mp4,,,not_attempted,False
wFPaHOAoGzI_360.0_510.0,external_dev,150,[1783],[9],9,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/wFPaHOAoGzI_360.0_510.0.mp4,,,not_attempted,False
wFPaHOAoGzI_60.0_210.0,external_dev,150,[5330],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/wFPaHOAoGzI_60.0_210.0.mp4,,,not_attempted,False
wk2CeU_DcBo_360.0_510.0,external_dev,150,[4393],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/wk2CeU_DcBo_360.0_510.0.mp4,,,not_attempted,False
wk2CeU_DcBo_60.0_210.0,external_dev,150,[934],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/wk2CeU_DcBo_60.0_210.0.mp4,,,not_attempted,False
x1m7B8s1sQ0_210.0_360.0,external_dev,150,[9770],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/x1m7B8s1sQ0_210.0_360.0.mp4,,,not_attempted,False
xQ5SY0ZDXZs_510.0_660.0,external_dev,150,[8396],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/xQ5SY0ZDXZs_510.0_660.0.mp4,,,not_attempted,False
xUeRLu1o0v4_60.0_210.0,external_dev,150,[228],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/xUeRLu1o0v4_60.0_210.0.mp4,,,not_attempted,False
xXWKd1b3SHM_210.0_360.0,external_dev,150,[854],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/xXWKd1b3SHM_210.0_360.0.mp4,,,not_attempted,False
xb-GHGr3s6k_360.0_510.0,external_dev,150,[5406],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/xb-GHGr3s6k_360.0_510.0.mp4,,,not_attempted,False
xtaVwcSitCo_60.0_210.0,external_dev,150,[5488],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/xtaVwcSitCo_60.0_210.0.mp4,,,not_attempted,False
yDu6jiOdj80_360.0_510.0,external_dev,150,[10220],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/yDu6jiOdj80_360.0_510.0.mp4,,,not_attempted,False
yeCaAL4uM-U_60.0_210.0,external_dev,150,[2323],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/yeCaAL4uM-U_60.0_210.0.mp4,,,not_attempted,False
zVwsEVwS8Kw_60.0_210.0,external_dev,150,[3389],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/zVwsEVwS8Kw_60.0_210.0.mp4,,,not_attempted,False
zY6XnLhTp7g_360.0_510.0,external_dev,150,[1875],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/zY6XnLhTp7g_360.0_510.0.mp4,,,not_attempted,False
