k,video,qid,peak_in_gold,top_frame_timestamp
5,4564478328,5,True,34.601
5,5907839036,1,False,33.467
5,4092992100,8,True,3.003
5,2821788355,7,False,23.924
5,9082180631,5,False,10.978
5,4650556666,2,False,0.16
5,4859057828,1,True,2.803
5,4488066715,1,True,51.151
5,8513603944,5,False,16.65
5,3131380536,7,True,15.649
5,10030609934,11,False,16.149
5,3456030972,0,True,9.109
5,4199369046,5,False,0.0
5,7453733046,12,False,20.587
5,5521781780,0,False,63.864
5,2623954636,2,False,9.275
5,3711681535,7,True,2.703
5,7533369046,4,False,24.542
5,4859057828,6,True,2.803
5,6516459343,1,False,35.035
5,5533380417,5,True,12.946
5,3942617402,4,False,13.639
5,5885887012,5,True,20.854
5,8107573462,2,False,6.24
5,3851913128,2,True,66.767
5,6300775954,3,False,29.763
5,3321261856,1,False,20.02
5,2697214342,4,False,29.83
5,3155382178,0,False,21.021
5,3046900922,9,True,1.101
5,4970148391,10,True,18.018
5,2604394962,4,False,15.449
5,4488066715,5,False,1.902
5,5138093706,1,True,24.925
5,8495272210,2,False,12.846
5,3046900922,6,False,17.017
5,6443512089,2,False,22.155
5,5349766264,3,True,39.289
5,2824317018,4,False,39.639
5,9531760182,10,False,42.28
5,3981865268,0,False,17.784
5,7308042410,2,False,11.945
5,6329954198,8,True,0.334
5,3060478605,3,False,4.88
5,9408800471,2,True,14.681
5,13919236672,6,False,122.769
5,2696280239,8,False,9.176
5,4006608424,6,True,29.563
5,5333075105,12,True,37.037
5,3526597179,4,False,2.703
5,4707679105,5,False,21.922
5,3943634344,2,False,20.621
5,2782658657,1,False,1.201
5,2461993294,2,True,55.355
5,8225502382,10,False,43.01
5,6754608321,6,True,19.753
5,8064178441,6,False,35.869
5,6624174621,3,False,11.044
5,10030609934,8,False,19.319
5,3046900922,4,False,2.87
5,8627074061,2,False,22.256
5,3846475848,9,True,37.704
5,7114553643,5,False,44.945
5,4251505427,3,False,12.012
5,3851913128,8,False,8.809
5,10127533784,3,True,6.139
5,7571121368,0,True,8.942
5,7114553643,8,False,45.045
5,4488066715,6,False,1.902
5,6024684644,7,False,2.936
5,9498159305,6,False,0.067
5,3270490566,4,False,9.309
5,11871253306,3,False,23.891
5,2834146886,4,False,21.722
5,2696280239,4,False,10.978
5,12392885583,7,False,9.81
5,3375218204,1,False,39.339
5,6253433310,0,False,5.439
5,8455160795,4,False,3.837
5,4272084125,2,True,7.407
5,7771650716,0,True,0.834
5,11966080214,0,False,41.742
5,4443526735,1,False,17.392
5,4378803532,4,False,36.904
5,4838145161,2,False,54.354
5,4444192938,9,False,2.002
5,6078524411,6,False,21.855
5,3340340268,6,False,18.018
5,3960291106,6,False,36.536
5,4190655097,8,False,0.667
5,5902452647,5,False,22.956
5,8253302563,0,True,3.375
5,5854324479,5,False,0.292
5,3303565503,3,False,10.41
5,5875535585,7,True,48.548
5,2599937944,5,True,5.138
5,6277800530,2,False,25.959
5,9531760182,9,False,4.96
5,3851913128,0,False,8.809
5,2454242177,0,True,0.4
5,4006608424,0,False,40.24
5,2705374471,5,False,24.925
5,4774302357,8,False,0.801
5,6621511673,3,True,51.084
5,5662041273,8,False,46.38
5,6621511673,0,False,29.63
5,4094488636,6,True,6.807
5,6691330381,2,False,0.534
5,2868183184,3,False,50.884
5,6143391925,1,True,12.145
5,6329954198,2,False,0.334
5,6183104292,1,True,17.651
5,4263096481,9,True,7.641
5,3192668394,7,True,57.057
5,2834146886,2,True,25.893
5,7771650716,6,False,29.363
5,8313365386,6,False,0.417
5,5133787349,6,False,15.015
5,6244675392,8,False,45.667
5,4166942239,2,True,19.419
5,5667931404,5,False,6.94
5,7149153537,9,True,27.06
5,5945172741,2,True,20.08
5,2435100235,8,False,51.652
5,8132842161,8,True,11.645
5,8064178441,8,False,28.962
5,2623954636,10,False,12.812
5,3192668394,6,False,38.138
5,3963997053,2,False,7.774
5,6413546609,0,True,0.234
5,3427674558,2,False,27.694
5,6143391925,5,False,19.119
5,7999756100,0,True,2.035
5,3526597179,7,False,0.567
5,6786501294,2,True,32.132
5,7308042410,6,True,13.247
5,7308042410,9,False,13.247
5,4915733559,8,True,3.904
5,3763643225,2,True,11.812
5,5623068492,8,True,6.94
5,4249756405,0,True,4.88
5,5308503740,2,False,0.267
5,2559262403,4,False,49.174
5,2809330695,8,False,58.684
5,6078524411,8,False,35.769
5,4378803532,2,False,25.025
5,4882821564,6,False,7.14
5,3626788516,7,False,11.261
5,8575881495,0,False,0.133
5,5858985747,3,True,1.602
5,4199369046,2,False,17.618
5,5427285434,4,True,1.535
5,6188449000,4,False,80.867
5,3960291106,7,True,36.436
5,11244289523,6,False,20.917
5,2868183184,9,False,22.822
5,4249756405,2,True,21.188
5,2930782930,4,False,17.417
5,13569831214,4,True,51.652
5,6896884547,4,False,0.834
5,9473479950,2,True,13.313
5,4336654741,7,False,84.184
5,8493226484,6,False,0.133
5,4650556666,9,True,9.12
5,2573424030,5,True,40.306
5,4955723618,3,False,15.916
5,4260763967,1,False,27.928
5,4859057828,5,False,19.987
5,6168295272,8,False,0.292
5,8464056582,6,True,23.167
5,8064178441,1,True,1.835
5,2793806282,2,False,64.03
5,6265968082,5,False,34.368
5,4761953886,3,False,28.208
5,4967810888,4,True,52.352
5,2976913210,7,False,6.006
5,4092992100,4,True,14.014
5,6168295272,3,False,12.804
5,4094488636,3,False,6.807
5,7059877301,9,False,0.133
5,2735019707,8,False,6.64
5,3821781616,6,True,0.2
5,3105728894,6,True,31.632
5,7531285946,5,False,0.133
5,6143391925,3,False,0.133
5,6898821807,1,True,0.133
5,8189958994,6,False,11.845
5,5681946487,6,False,1.935
5,7164729910,1,False,23.417
5,4189100053,0,True,12.813
5,3261079025,8,False,2.703
5,5134317883,3,False,43.0
5,5561024834,11,True,21.292
5,4698622422,8,True,15.215
5,2454242177,6,True,42.776
5,8080432373,4,False,74.608
5,4127497265,0,False,2.202
5,4671452046,11,False,18.785
5,4412508597,0,True,3.77
5,5173770364,6,False,41.241
5,6201488511,8,False,83.917
5,14003541505,3,False,12.225
5,3741143820,8,False,0.5
5,2535384528,2,False,14.76
5,8132842161,1,True,12.613
5,6233408665,5,False,13.413
5,12392885583,4,True,11.578
5,8783897632,1,False,15.482
5,2567843468,6,True,6.406
5,4219909195,8,True,27.561
5,3322503255,5,False,36.637
5,3192668394,3,True,26.994
5,4984417707,5,True,0.1
5,8604794910,6,False,11.945
5,4420239986,3,True,17.05
5,7571121368,2,False,49.383
5,4915733559,5,False,3.103
5,2405940242,9,False,1.801
5,6297019062,4,False,46.847
5,3376544720,2,False,25.025
5,7571121368,5,True,33.066
5,2736413196,3,False,20.02
5,4378803532,6,False,37.671
5,6895608152,4,False,45.28
5,4970148391,9,False,18.018
5,4272084125,0,True,7.407
5,2771402761,10,False,28.028
5,4896969617,4,False,1.802
5,9565310990,8,False,1.602
5,6291413193,1,True,42.175
5,4978714491,3,False,29.963
5,2679130168,2,False,1.084
5,3145698830,2,False,20.22
5,4688219212,0,False,22.022
5,6624174621,6,False,11.712
5,7492398760,3,False,36.27
5,4219909195,7,True,9.309
5,6356067859,4,False,4.538
5,4896969617,6,False,1.802
5,5667931404,0,False,4.738
5,3303565503,7,False,10.41
5,6727904179,7,False,28.862
5,8428551576,8,False,71.204
5,2434859163,1,True,1.368
5,6691330381,0,True,6.34
5,6624174621,1,False,11.044
5,3974684583,1,True,7.007
5,3063380173,5,False,16.683
5,9531760182,8,False,43.96
5,5833145209,9,False,0.5
5,8403741210,4,False,21.455
5,11566980553,6,False,55.989
5,6291413193,0,True,42.175
5,8797589693,1,False,78.912
5,10309542255,4,True,53.654
5,7531285946,3,False,21.455
5,3508459605,0,False,82.95
5,5907839036,3,False,4.738
5,5940941487,6,False,4.64
5,4516967897,1,False,18.018
5,3078294001,2,False,3.604
5,7492398760,8,False,69.036
5,3897746373,8,False,0.234
5,10309542255,1,False,2.603
5,6025238212,3,False,25.259
5,2614918961,6,False,25.526
5,4949582792,5,False,71.672
5,5256928210,5,False,19.92
5,9473479950,7,False,6.573
5,2623954636,8,False,9.275
5,10779838974,1,False,18.285
5,4674481985,3,False,23.724
5,5328004991,3,False,2.102
5,8428551576,4,False,6.139
5,6239210933,0,False,17.15
5,2854886555,3,True,5.205
5,4127497265,6,False,1.668
5,4882414082,5,False,1.8
5,7164729910,2,False,0.292
5,5907839036,8,True,87.087
5,8557532213,5,True,11.945
5,3897746373,2,False,0.234
5,4333544549,3,True,2.903
5,3105728894,4,True,40.741
5,3902997424,2,False,1.802
5,8455160795,1,True,19.853
5,5662041273,3,False,55.889
5,8594314852,1,True,10.978
5,4103088549,5,False,2.302
5,8505893258,7,False,0.918
5,4626085492,3,True,5.572
5,6356067859,7,False,1.435
5,2793806282,5,True,61.494
5,2400715506,6,True,6.74
5,3846475848,4,False,9.009
5,7001078933,7,False,17.784
5,7453733046,11,False,20.787
5,5427285434,5,True,8.842
5,4935987905,3,False,4.004
5,4626085492,5,False,5.572
5,6031805098,7,False,27.06
5,3830567237,1,False,21.922
5,2854886555,2,True,4.404
5,2717347132,0,True,4.204
5,5735711594,1,False,16.75
5,5875242364,4,True,0.334
5,4276006683,0,True,0.667
5,3270490566,5,True,48.048
5,4419096437,6,False,42.342
5,6754608321,2,False,17.985
5,2871995580,5,False,79.979
5,4955723618,5,True,14.214
5,7571121368,7,False,55.389
5,5549243726,3,True,14.948
5,4859057828,7,False,10.01
5,2712662377,0,True,27.427
5,5328616848,6,True,10.711
5,3557498300,0,False,0.2
5,8783897632,4,False,0.133
5,2573424030,4,False,43.843
5,5427285434,3,False,7.741
5,6618792571,2,False,69.403
5,4151403382,1,False,57.357
5,5429688959,3,False,42.376
5,4151403382,5,False,10.611
5,3942617402,2,False,13.639
5,2679130168,9,False,2.878
5,2567843468,11,False,3.103
5,6143391925,0,False,18.986
5,6898821807,7,False,0.2
5,9498159305,5,False,7.941
5,3164519967,10,False,5.005
5,2679130168,7,True,36.787
5,6896884547,6,False,36.67
5,4846820256,7,True,21.722
5,4949582792,4,False,85.585
5,2793260225,8,True,10.443
5,9531760182,5,False,43.96
5,9531760182,3,True,1.24
5,4762946272,0,False,13.714
5,9473479950,6,False,6.573
5,5945172741,3,False,62.92
5,4698622422,1,True,36.169
5,5504913999,1,False,42.709
5,3376544720,0,False,68.735
5,2599937944,0,True,5.138
5,5297811305,1,True,5.405
5,5134317883,1,False,42.0
5,6037747123,1,True,29.763
5,2596300565,1,False,51.885
5,4984417707,2,True,10.11
5,5635265624,4,False,16.583
5,8464056582,0,False,19.917
5,2726497009,8,False,20.687
5,5205081904,4,False,5.906
5,3626788516,2,False,9.885
5,3524939594,0,True,4.922
5,4636208292,2,False,35.903
5,6642268693,7,False,9.6
5,4244817395,0,False,6.96
5,4970148391,2,False,2.703
5,5681946487,3,True,20.988
5,4603484665,8,False,41.416
5,3151715056,3,False,46.246
5,4896969617,10,False,4.204
5,2782658657,2,True,20.187
5,5134317883,4,False,44.25
5,6516459343,3,True,36.57
5,11244289523,11,True,6.875
5,4123915842,7,False,4.505
5,6988748711,3,True,3.437
5,5138093706,5,False,7.708
5,9408800471,8,False,1.702
5,5801184682,3,False,0.44
5,4518113460,1,False,40.307
5,4915733559,7,True,4.805
5,3508459605,6,False,75.976
5,9565310990,9,False,4.671
5,4896969617,3,False,0.868
5,8457210773,8,False,38.68
5,8330342965,8,False,23.523
5,9408800471,9,False,1.702
5,2796821016,7,False,1.334
5,4774302357,5,False,2.002
5,10082798964,5,False,9.28
5,2679130168,0,False,1.084
5,5349766264,0,True,57.516
5,7149153537,5,False,41.275
5,10779838974,5,False,23.924
5,7453733046,13,True,25.492
5,5533380417,2,True,10.544
5,4075791856,5,False,78.72
5,6713120511,3,False,48.382
5,8225502382,4,False,8.809
5,5297811305,4,False,5.405
5,2796821016,5,False,40.44
5,3145698830,3,False,52.653
5,8225502382,0,False,43.01
5,6691330381,4,False,3.537
5,2809330695,7,False,22.898
5,3340340268,5,False,18.218
5,2614918961,7,False,43.544
5,4024008346,8,True,0.601
5,11244289523,2,False,20.917
5,3462517143,5,False,3.403
5,7149153537,7,False,30.964
5,5116088152,0,False,30.931
5,3897746373,5,True,12.012
5,5875242364,5,False,0.334
5,6618792571,10,False,33.767
5,5662041273,0,True,17.15
5,4984331176,2,False,3.704
5,8428551576,5,False,69.77
5,2535384528,7,True,14.76
5,3026084730,1,False,50.35
5,6265968082,3,False,42.175
5,5061117640,7,True,26.46
5,4006608424,4,False,13.847
5,6592821115,3,False,0.167
5,6277800530,3,False,0.434
5,6168716346,6,False,1.835
5,2984974097,2,False,25.225
5,4190655097,6,False,18.769
5,6786501294,4,False,0.2
5,6691330381,1,True,6.707
5,3121571439,6,True,14.414
5,7088595057,4,False,15.549
5,6727904179,8,True,15.215
5,3340340268,7,False,15.349
5,5987365500,6,False,3.537
5,5913180144,3,True,35.602
5,6046149003,3,False,10.427
5,8224504302,2,False,0.434
5,2782307049,7,False,8.508
5,3626788516,1,True,8.383
5,5237219621,1,False,70.47
5,7988210561,1,True,7.04
5,9531760182,2,False,61.72
5,7605329840,5,False,0.234
5,2679130168,3,True,2.794
5,4765717907,0,True,1.668
5,5854324479,1,True,0.792
5,2793260225,9,False,9.442
5,6772999108,3,False,43.677
5,3508407941,3,False,17.601
5,6097994550,7,False,9.977
5,3206694342,4,False,34.234
5,8594314852,8,True,9.643
5,4584426085,7,False,2.302
5,2736413196,6,True,21.021
5,7001078933,5,False,17.784
5,2793806282,11,False,61.494
5,8277866423,9,True,2.75
5,4612723694,1,False,43.81
5,4336654741,3,False,84.184
5,11871253306,2,False,14.681
5,8531675050,9,False,0.467
5,3972259774,2,False,34.535
5,5801184682,1,False,5.2
5,6244382586,5,False,12.446
5,5561024834,8,False,23.042
5,6025238212,5,True,24.591
5,5070310138,1,True,31.632
5,3145698830,9,False,52.653
5,3078294001,0,False,0.4
5,3524939594,4,True,4.922
5,3388598772,0,False,9.009
5,5229476012,6,True,1.902
5,4164771889,2,True,5.806
5,5129152550,4,False,1.502
5,5064681723,7,True,18.919
5,8811725760,4,True,6.94
5,5406108447,1,True,3.937
5,2495861393,3,False,1.267
5,4138579400,4,True,1.001
5,3526597179,3,False,2.97
5,3155382178,8,False,8.008
5,4838145161,0,True,14.414
5,2877270840,3,False,1.969
5,6754608321,8,False,29.463
5,4650556666,8,True,21.24
5,7492398760,0,False,80.981
5,6244675392,6,False,0.4
5,2679328607,14,False,19.686
5,7771650716,7,True,0.934
5,11871253306,10,False,6.273
5,4518113460,2,False,44.244
5,4147398280,4,False,31.798
5,7605329840,6,False,11.645
5,5056964274,4,False,1.435
5,11871253306,1,False,34.034
5,6233408665,9,False,23.957
5,10607095936,9,True,24.858
5,5833145209,0,False,13.947
5,6806999702,11,False,85.619
5,3455926688,4,True,9.84
5,3741143820,6,False,0.2
5,5679866364,0,True,8.442
5,12392885583,5,True,1.168
5,8189958994,4,False,11.011
5,7308042410,5,False,13.247
5,2669452260,5,False,5.873
5,3869005094,2,False,2.703
5,4276006683,1,True,10.11
5,2793806282,9,False,61.494
5,5056964274,2,False,1.435
5,2697261300,3,False,25.893
5,6592821115,1,True,56.125
5,8224492254,3,True,22.12
5,6727904179,2,False,4.238
5,4249756405,1,True,14.765
5,4244817395,10,False,38.04
5,3861485381,5,False,18.385
5,8493226484,5,True,17.684
5,3508407941,0,True,15.015
5,2697214342,2,True,20.821
5,4219909195,2,False,27.561
5,3107742409,0,False,16.683
5,8811725760,5,False,16.183
5,11849091804,0,True,12.846
5,5766018720,0,False,27.461
5,3821781616,1,False,1.301
5,6592821115,4,False,0.167
5,5766018720,8,False,0.534
5,4698622422,6,True,41.041
5,7442562474,7,False,2.836
5,5129152550,1,False,1.502
5,4036955771,3,False,57.457
5,6988748711,5,False,1.001
5,3626788516,0,False,11.261
5,11503803033,6,True,16.283
5,3049351381,3,False,34.635
5,7223854838,3,False,14.333
5,5902452647,3,False,21.421
5,4164771889,0,True,6.206
5,7416295940,2,False,52.753
5,4838113006,0,True,28.529
5,2834146886,5,False,34.935
5,7999756100,6,False,3.036
5,7001078933,2,False,17.784
5,5907839036,0,False,32.566
5,7492398760,5,False,69.036
5,4276006683,7,False,14.414
5,2782658657,0,False,7.007
5,7059877301,5,False,0.3
5,9531760182,11,False,43.96
5,4164771889,6,True,5.806
5,9217939684,1,False,59.542
5,4488066715,7,False,3.203
5,7531285946,1,False,21.455
5,5854324479,3,False,0.792
5,5138093706,7,True,22.523
5,9217939684,12,False,58.375
5,3145698830,7,True,20.02
5,2717347132,3,True,16.316
5,2503404966,1,True,2.002
5,3046900922,1,True,4.371
5,3359075894,0,True,6.84
5,4949582792,8,False,71.672
5,7164729910,5,False,17.0
5,3218498932,6,False,23.724
5,3145698830,8,True,34.234
5,2604394962,0,False,11.812
5,8811725760,2,False,18.685
5,5679866364,3,True,0.234
5,6031805098,2,True,1.001
5,3261079025,2,False,9.009
5,8313365386,5,False,2.542
5,4123915842,4,True,1.702
5,10042935613,4,False,11.812
5,8171216955,1,False,0.033
5,2435100235,3,True,30.764
5,4488066715,3,True,2.603
5,8189958994,9,False,12.646
5,5349766264,1,False,77.703
5,2868183184,6,True,50.884
5,6592821115,8,False,55.125
5,8604794910,1,False,1.034
5,3711681535,8,False,34.968
5,7364407194,4,True,1.75
5,9088819598,4,False,8.675
5,7536230796,5,False,10.208
5,6806999702,4,False,55.756
5,4838113006,3,False,19.987
5,2401167740,6,True,11.711
5,2584172238,8,False,9.968
5,6297019062,7,False,46.914
5,2696280239,3,False,2.836
5,12392885583,6,False,4.204
5,8388104887,4,False,14.848
5,4103088549,0,True,3.503
5,6592821115,5,False,0.167
5,5679866364,5,True,12.746
5,3375218204,5,False,48.048
5,4671452046,8,False,19.653
5,2834146886,1,False,58.859
5,3550839192,1,True,15.816
5,4130504920,1,False,11.411
5,2697261300,5,False,26.426
5,5833145209,6,False,0.5
5,13919236672,2,False,122.602
5,9082180631,9,False,11.979
5,4762946272,1,False,11.812
5,8594314852,5,False,10.978
5,6300775954,6,False,24.157
5,8797589693,7,False,78.178
5,5945172741,8,False,31.12
5,5116088152,8,False,18.518
5,8188651630,5,False,1.067
5,6078524411,2,True,26.96
5,4166942239,1,True,2.703
5,2932897373,6,False,9.142
5,2559262403,6,False,49.424
5,5801184682,6,True,34.04
5,2623954636,7,False,13.48
5,11541421563,1,False,10.177
5,7442562474,5,False,11.345
5,3155382178,1,False,6.006
5,5296635780,3,True,12.713
5,6516459343,4,False,43.076
5,6516459343,5,False,35.035
5,3376544720,6,False,4.004
5,5129152550,3,False,23.523
5,2793260225,3,False,5.372
5,4130504920,3,True,11.011
5,6895608152,7,False,58.8
5,2461993294,9,False,8.909
5,6291413193,5,False,47.18
5,6762389913,5,False,40.073
5,8455160795,5,False,3.837
5,5138093706,3,False,22.122
5,10042935613,8,False,21.355
5,5803861992,6,True,59.159
5,6896884547,3,True,5.739
5,4765564263,0,True,7.808
5,7786283208,6,False,0.534
5,6143391925,4,True,15.315
5,9088819598,7,False,14.114
5,3972259774,7,False,34.535
5,4838113006,6,True,19.987
5,8575881495,7,False,23.257
5,8604794910,3,False,0.133
5,5134317883,8,False,76.5
5,2435633172,2,False,69.336
5,6642268693,0,False,8.44
5,7999756100,2,True,18.819
5,3821781616,2,True,9.977
5,8211075660,1,True,0.234
5,3359075894,2,True,3.96
5,5607805258,3,False,5.875
5,5662041273,4,False,0.667
5,4968805923,2,False,0.2
5,4612723694,0,False,13.647
5,5256928210,0,True,13.113
5,3655906094,0,True,4.805
5,8797589693,6,False,78.412
5,7605329840,4,False,0.234
5,2623954636,5,False,21.888
5,5064681723,6,True,18.919
5,7453733046,0,False,3.036
5,6786501294,8,False,0.467
5,4859057828,2,False,21.221
5,2435633172,0,False,63.797
5,4251505427,4,False,72.973
5,10309542255,6,False,11.478
5,5296635780,5,True,12.713
5,7492398760,4,False,67.834
5,5026660202,6,False,82.516
5,8171216955,9,True,0.033
5,3530231811,1,False,46.713
5,5129152550,0,False,57.057
5,4518113460,6,False,39.74
5,5681946487,2,False,28.061
5,2925298951,7,True,7.216
5,6642268693,3,False,25.6
5,3372023610,9,False,6.807
5,3581585756,8,True,18.385
5,3942617402,5,False,13.639
5,4935987905,4,True,9.009
5,5803861992,9,True,65.866
5,4882821564,8,False,88.221
5,8557532213,9,False,4.638
5,4612723694,9,True,18.018
5,4846820256,4,False,21.722
5,3763643225,6,False,12.312
5,3626788516,5,True,9.885
5,3508459605,11,False,75.976
5,2435633172,1,False,63.797
5,4688219212,6,False,8.775
5,9917882506,1,False,0.501
5,11503803033,7,False,16.283
5,8428551576,1,False,72.606
5,2405940242,3,False,0.0
5,4164771889,8,True,7.674
5,7288107396,2,True,12.93
5,5533380417,4,False,0.534
5,7288107396,1,False,1.793
5,2930782930,5,False,19.72
5,4264435046,5,False,10.477
5,6097994550,9,True,5.038
5,4190655097,7,False,12.679
5,7771650716,8,True,34.067
5,4199369046,1,True,56.657
5,3383804222,5,False,9.885
5,5467727317,0,True,1.735
5,5296635780,6,False,11.511
5,6898821807,4,False,3.136
5,3943634344,10,True,19.419
5,3830567237,6,False,23.423
5,4671452046,4,False,21.922
5,4518113460,9,False,39.74
5,7961460440,10,False,0.601
5,5116088152,2,True,18.418
5,3441428429,9,False,16.884
5,6356067859,2,False,1.435
5,2454242177,1,False,0.4
5,7492398760,2,True,36.27
5,8388104887,0,False,0.567
5,5328616848,1,True,7.307
5,5803861992,7,True,55.856
5,6754608321,3,True,17.985
5,4978714491,1,False,29.963
5,5854324479,2,True,0.292
5,2925298951,8,False,8.759
5,2679130168,8,False,36.787
5,3445431963,4,False,9.384
5,6239210933,5,False,27.361
5,4650556666,6,False,3.12
5,4626085492,2,True,4.605
5,4264435046,4,True,10.477
5,5256928210,2,False,20.187
5,6142416815,4,False,21.455
5,3846475848,3,True,54.721
5,2821788355,8,False,14.147
5,5429688959,4,True,53.053
5,2495861393,2,True,26.559
5,6618792571,1,False,23.857
5,4251505427,5,False,72.973
5,2559262403,1,False,49.174
5,2400171624,1,False,10.276
5,8132842161,0,True,29.263
5,4465235803,3,False,20.687
5,7988210561,5,False,7.04
5,2925298951,2,True,0.209
5,3218498932,7,True,16.316
5,6300775954,2,False,18.051
5,2821788355,10,False,23.924
5,6097994550,5,False,5.539
5,4518113460,3,False,45.345
5,6895608152,1,False,58.6
5,7533369046,1,False,24.542
5,3830567237,8,False,23.423
5,8428551576,0,False,6.139
5,3960291106,3,False,36.536
5,4915733559,3,False,4.805
5,6097994550,3,False,5.038
5,5333075105,8,True,37.037
5,5662041273,11,False,8.742
5,3861485381,6,False,18.385
5,5328616848,4,False,10.611
5,9917882506,0,True,14.948
5,5833145209,4,False,16.35
5,6713120511,1,False,48.181
5,11566980553,2,False,22.823
5,10042935613,2,False,44.811
5,3960291106,2,False,1.401
5,4138579400,7,False,1.627
5,8493226484,4,True,5.873
5,3372023610,5,False,12.112
5,5017166671,1,False,37.037
5,3557498300,6,False,14.548
5,3581585756,2,False,23.19
5,7771650716,1,True,27.661
5,12682618843,1,False,19.52
5,2984974097,1,False,24.157
5,8464056582,1,False,39.167
5,5681946487,1,True,0.734
5,4264435046,0,True,10.477
5,6624174621,4,False,11.044
5,7114553643,2,True,1.134
5,3626788516,4,False,11.261
5,2809330695,0,True,22.773
5,2614918961,2,False,38.739
5,3972259774,1,False,34.66
5,4968805923,7,False,0.2
5,11871253306,6,False,13.08
5,4419096437,4,True,22.322
5,8594314852,7,True,9.943
5,3869005094,6,True,4.972
5,3321261856,6,True,20.22
5,8428551576,9,False,66.767
5,10779838974,7,False,23.924
5,5235909148,7,True,9.209
5,4915733559,1,False,3.103
5,6898821807,11,False,0.133
5,6443512089,8,False,43.577
5,2868183184,7,True,50.884
5,7059877301,6,True,24.858
5,8403741210,5,False,1.235
5,8513603944,9,False,15.349
5,3145698830,0,False,52.653
5,8495272210,1,False,17.618
5,4130504920,2,True,11.011
5,4955723618,2,False,15.983
5,7331927796,6,False,3.003
5,6691330381,5,False,32.766
5,5061117640,8,False,15.716
5,4584426085,4,False,16.416
5,6806999702,3,False,63.697
5,14003541505,6,True,12.225
5,2435100235,6,False,51.652
5,6078524411,5,True,3.237
5,6031805098,1,False,24.057
5,2435633172,3,False,58.324
5,5875535585,4,True,68.502
5,4263096481,5,False,7.641
5,6713120511,0,False,53.82
5,6691330381,6,False,0.734
5,7453733046,5,False,3.036
5,6592821115,12,False,13.625
5,6592821115,10,False,30.708
5,6713120511,6,False,25.025
5,11681746823,7,False,6.607
5,11681746823,2,False,6.607
5,3830567237,7,False,23.423
5,6037747123,5,True,20.454
5,7288107396,4,False,12.93
5,3960291106,9,False,46.547
5,5070310138,2,False,31.632
5,4264435046,7,False,13.313
5,7001078933,1,False,17.784
5,6188449000,5,False,80.867
5,2573424030,9,False,38.238
5,5549243726,8,False,14.948
5,2405940242,8,False,5.672
5,5735711594,0,True,2.936
5,2584172238,2,False,2.753
5,10607095936,10,False,3.203
5,2495861393,1,False,1.801
5,2401167740,2,True,11.778
5,3524939594,5,True,5.589
5,4443526735,5,False,15.265
5,4698622422,9,False,21.455
5,4857781123,5,False,19.019
5,7531285946,4,True,8.642
5,4765564263,4,False,2.002
5,3972259774,5,False,3.42
5,5256928210,8,True,13.113
5,10001787725,5,False,24.825
5,7453733046,14,False,0.334
5,4762946272,6,True,18.619
5,3151715056,5,False,39.439
5,4219909195,1,False,18.318
5,8797589693,3,False,34.168
5,2726497009,9,False,24.658
5,3192668394,5,False,26.793
5,3943634344,0,False,20.621
5,3655906094,4,False,4.705
5,2400171624,0,True,3.803
5,3508459605,1,False,36.837
5,3963997053,6,False,7.774
5,6895608152,2,False,45.28
5,5017166671,8,False,37.037
5,8797589693,0,False,80.647
5,12392885583,11,False,3.37
5,7223854838,7,False,14.333
5,4378803532,11,True,11.812
5,8224504302,8,False,0.434
5,8505893258,2,False,1.043
5,3530231811,3,False,14.915
5,5667931404,1,True,7.841
5,3974684583,3,False,7.107
5,5235909148,5,False,9.209
5,4942054721,5,False,3.503
5,3508459605,5,False,26.927
5,2535384528,9,True,14.76
5,5056964274,0,True,3.604
5,6078524411,3,True,56.924
5,5445581571,8,False,30.864
5,2736413196,7,False,19.953
5,3508459605,12,False,85.852
5,2796821016,6,False,1.334
5,3555755537,2,True,28.428
5,3388598772,2,True,6.807
5,2623954636,6,False,24.824
5,6078524411,1,True,53.787
5,13919236672,1,False,103.182
5,4984331176,4,True,3.604
5,3981865268,4,False,17.784
5,3804148568,5,False,84.484
5,4915733559,4,False,4.805
5,6690256857,6,False,2.002
5,4925211209,6,True,0.375
5,7999756100,3,False,2.803
5,7786283208,7,False,0.734
5,2679328607,4,False,19.753
5,4564478328,8,True,26.927
5,10042935613,0,False,25.192
5,2736413196,8,False,21.021
5,8388104887,1,False,7.808
5,3112351937,5,True,4.171
5,6879924118,1,False,3.437
5,4127497265,8,False,1.668
5,6727904179,5,False,4.438
5,4564478328,0,False,33.934
5,6413546609,2,False,38.372
5,8330342965,5,True,23.523
5,4217422838,3,True,0.584
5,4123915842,6,False,4.505
5,2871995580,7,False,82.982
5,2454242177,5,False,42.776
5,7331927796,1,False,12.946
5,2990321092,8,True,20.621
5,5070310138,0,False,23.924
5,8225502382,1,False,43.01
5,4024008346,2,False,0.601
5,9612838272,2,False,1.201
5,2623954636,1,False,12.812
5,8253302563,4,True,3.375
5,8811725760,7,True,18.752
5,6592821115,13,False,55.125
5,5133787349,4,False,14.264
5,5433090067,1,True,12.946
5,8318310610,7,False,19.052
5,5735711594,7,True,10.744
5,8224504302,7,False,36.069
5,5333075105,2,False,35.936
5,14003541505,7,False,12.141
5,5913180144,1,False,36.27
5,6031805098,0,True,2.035
5,5623068492,6,False,14.448
